n,W,b,Tiempo,Metodo,nodo
4400,4700,4882,35.2845,Dinamica,212
9200,2000,8138,355.48,Dinamica,768
6100,7900,6485,67.3324,Dinamica,266
7100,3500,6816,92.1599,Dinamica,954
6300,5500,6302,73.915,Dinamica,1376
6300,8900,6245,74.782,Dinamica,176
1300,4600,2899,2.66051,Dinamica,1466
2700,6800,4020,12.3861,Dinamica,125
8700,400,7093,285.863,Dinamica,1079
1700,100,3084,7.23077,Dinamica,47
8500,6700,7812,250.441,Dinamica,1078
3200,9500,5126,22.7005,Dinamica,918
9700,9500,8089,441.676,Dinamica,788
9100,5800,8130,330.823,Dinamica,1044
1700,6100,3844,6.2957,Dinamica,2581
7500,3100,6803,102.885,Dinamica,1367
7700,7700,6831,113.879,Dinamica,523
9200,9500,7062,359.594,Dinamica,1258
900,3100,2756,2.12374,Dinamica,574
2600,900,4430,16.4348,Dinamica,775
5200,1700,5746,50.7895,Dinamica,1042
8600,700,7424,285.415,Dinamica,1243
2700,7600,4431,13.2659,Dinamica,1046
3300,300,4506,18.0846,Dinamica,199
4700,9600,5360,37.8806,Dinamica,123
9400,900,8072,388.874,Dinamica,200
7300,7600,7462,96.7286,Dinamica,425
5000,8600,6194,46.8677,Dinamica,2798
1900,7300,3877,9.68288,Dinamica,337
1700,2900,3966,6.60524,Dinamica,394
6700,300,6477,84.8314,Dinamica,163
5700,600,5876,60.5289,Dinamica,91
3800,1600,4906,26.4121,Dinamica,1485
200,5700,1064,0.165049,Dinamica,903
3300,6400,4585,20.9012,Dinamica,95
3800,1300,4696,27.1575,Dinamica,1977
100,1900,664,0.10972,Dinamica,114
7300,600,7141,94.2002,Dinamica,1357
1000,800,2792,1.87267,Dinamica,207
6000,4300,6872,64.5038,Dinamica,1587
9800,8600,7827,452.018,Dinamica,2485
9600,5700,8360,407.339,Dinamica,1441
7800,2300,7461,112.156,Dinamica,2130
6400,5000,6789,76.4309,Dinamica,131
4400,2600,5498,38.7603,Dinamica,730
200,700,1245,0.228518,Dinamica,345
50,1200,465,0.054449,Dinamica,41
400,7100,1717,0.579144,Dinamica,131
7800,9300,6915,109.938,Dinamica,631
1000,10000,2513,2.8308,Dinamica,448
2900,3600,3598,18.8694,Dinamica,532
6600,4700,6664,80.9804,Dinamica,1163
7700,3900,6756,113.888,Dinamica,102
5400,5200,6401,51.2703,Dinamica,502
4000,3100,4747,29.3682,Dinamica,335
3000,6000,4484,16.6952,Dinamica,216
3900,7500,5179,26.7929,Dinamica,2016
9400,2800,7895,392.441,Dinamica,629
2900,50,3422,18.1714,Dinamica,43
50,9800,496,0.028578,Dinamica,15
3400,3400,5259,20.9071,Dinamica,1418
9900,7900,6978,477.91,Dinamica,708
4700,1600,5724,42.1397,Dinamica,288
8800,8000,8224,294.481,Dinamica,997
6900,800,6283,91.7293,Dinamica,1391
6900,9500,7246,88.0701,Dinamica,1081
1100,5900,2728,2.81945,Dinamica,647
8700,6500,7356,283.906,Dinamica,352
800,500,2277,2.42678,Dinamica,162
8700,1100,6440,285.188,Dinamica,373
4600,7800,5627,40.7532,Dinamica,464
50,6600,527,0.02922,Dinamica,69
3300,2000,4407,20.9945,Dinamica,696
1300,9400,2630,3.00846,Dinamica,374
5400,7200,5861,49.0237,Dinamica,104
1000,3800,2869,2.45864,Dinamica,252
2200,6000,4019,9.44839,Dinamica,442
4400,1200,5769,37.5392,Dinamica,1113
6500,4700,7132,78.6054,Dinamica,692
4600,500,6508,41.5497,Dinamica,90
4500,1500,5376,39.2426,Dinamica,87
4900,4400,6338,42.7889,Dinamica,95
2100,6500,3726,9.56879,Dinamica,1117
3000,7000,4612,18.6206,Dinamica,1031
8900,1800,8079,324.214,Dinamica,2469
2100,8800,3606,11.5435,Dinamica,2676
5800,7700,7258,63.9534,Dinamica,2703
8900,4400,7315,315.499,Dinamica,716
9200,8700,8126,361.329,Dinamica,318
7700,9400,8086,114.075,Dinamica,2322
8700,7300,7542,287.103,Dinamica,1846
7000,9400,7349,88.8824,Dinamica,132
5000,1000,5367,44.1925,Dinamica,1054
5900,9700,6169,66.972,Dinamica,1122
8800,1200,6939,294.249,Dinamica,460
9700,8300,8148,435.078,Dinamica,132
9400,4400,7756,397.819,Dinamica,464
1100,6100,2506,2.995,Dinamica,2092
1500,1200,3331,5.34837,Dinamica,82
4900,4700,5752,43.3925,Dinamica,480
600,7600,2156,1.59285,Dinamica,283
3800,8100,5592,27.1036,Dinamica,244
7300,1500,7135,96.8689,Dinamica,1268
7000,3100,6283,91.5294,Dinamica,286
8700,9400,7544,285.741,Dinamica,1761
3900,5700,5491,32.8268,Dinamica,1296
3400,9100,4106,20.899,Dinamica,681
5700,3300,6592,59.0996,Dinamica,1124
7700,5900,6664,114.361,Dinamica,1314
2300,1500,4349,9.2513,Dinamica,269
900,1700,2247,1.20326,Dinamica,376
7400,2400,7343,99.8786,Dinamica,669
5000,3500,6043,45.323,Dinamica,1379
1700,1400,3426,6.0605,Dinamica,378
7700,5100,7114,111.571,Dinamica,874
1300,7300,2691,4.43652,Dinamica,237
6200,1400,6956,70.6829,Dinamica,1206
7300,800,5731,95.3267,Dinamica,2016
7800,200,5784,109.533,Dinamica,89
1700,800,3499,7.1478,Dinamica,1268
1700,8100,3202,7.35459,Dinamica,259
5100,7500,5456,48.8508,Dinamica,1853
1600,1400,3302,5.86601,Dinamica,520
9600,5900,7407,401.905,Dinamica,1923
9400,4300,8602,388.685,Dinamica,940
7700,7300,7030,113.252,Dinamica,2065
700,4000,2015,1.72374,Dinamica,286
7400,3000,6753,99.2354,Dinamica,569
200,8900,1264,0.340538,Dinamica,196
1500,3200,2858,4.94352,Dinamica,436
7900,3400,6583,111.204,Dinamica,946
4500,4800,5872,36.4856,Dinamica,647
5200,800,5812,47.207,Dinamica,221
3300,2500,4633,23.2686,Dinamica,409
5400,1000,6033,52.8627,Dinamica,1843
3500,6400,5081,23.1089,Dinamica,346
2000,6900,3548,13.7701,Dinamica,763
6200,4900,5846,70.2167,Dinamica,455
800,1500,2932,1.76628,Dinamica,831
2800,9600,4501,18.4965,Dinamica,432
2400,8200,3594,13.7332,Dinamica,836
2800,3400,4347,15.1993,Dinamica,306
8700,9800,7337,285.302,Dinamica,228
7700,1100,7204,117.825,Dinamica,1857
5400,100,5095,53.2103,Dinamica,81
7800,8100,6954,110.358,Dinamica,1280
1400,50,2482,4.80554,Dinamica,37
3200,4900,4118,20.9624,Dinamica,466
7000,100,5474,89.2297,Dinamica,75
1200,4100,2813,2.23963,Dinamica,661
900,8300,2558,1.44527,Dinamica,38
1400,6600,3006,2.63924,Dinamica,624
8400,5100,7329,243.746,Dinamica,761
2000,6000,3804,10.8003,Dinamica,91
3500,4400,4855,26.4555,Dinamica,276
8900,1500,8356,320.876,Dinamica,460
8600,3700,7757,280.966,Dinamica,171
9100,7700,7987,329.613,Dinamica,1071
3600,5100,4782,24.7003,Dinamica,693
9100,7500,7840,331.185,Dinamica,329
4800,600,5735,39.6022,Dinamica,87
8000,7300,6444,120.526,Dinamica,2494
1300,6400,3100,4.98469,Dinamica,82
6300,7800,6493,70.8772,Dinamica,104
300,7700,1259,0.408018,Dinamica,328
7500,6200,6752,98.8093,Dinamica,1605
6100,7400,6577,68.5576,Dinamica,667
1800,4300,3827,9.12648,Dinamica,369
700,5200,2248,1.85309,Dinamica,433
8200,7800,7936,128.458,Dinamica,507
800,8300,2082,1.36673,Dinamica,529
8700,6600,8050,292.018,Dinamica,1262
7500,8800,7131,104.237,Dinamica,305
2800,6300,4396,15.9085,Dinamica,663
400,2100,1583,0.421032,Dinamica,283
7800,7500,6978,109.892,Dinamica,1199
2800,8000,3950,14.4838,Dinamica,106
5900,1700,6209,62.8189,Dinamica,636
400,4200,1792,0.678873,Dinamica,365
8100,1900,7456,118.018,Dinamica,1181
7800,2800,7322,110.484,Dinamica,3906
600,2000,1790,1.50426,Dinamica,450
4700,1400,6054,40.9218,Dinamica,419
600,8500,1853,1.31381,Dinamica,133
7900,9200,6734,112.202,Dinamica,634
9100,6500,7666,334.179,Dinamica,1733
8700,500,7558,290.106,Dinamica,117
400,1800,1679,0.560142,Dinamica,935
500,9500,1950,0.897981,Dinamica,410
7100,3000,6723,94.7821,Dinamica,95
6300,3400,6213,73.3522,Dinamica,2459
6700,4900,6437,86.9072,Dinamica,232
2300,9600,4542,13.7095,Dinamica,287
9500,5100,8115,423.8,Dinamica,2563
2900,1500,4513,17.1488,Dinamica,140
3900,400,5505,29.2741,Dinamica,86
3900,2300,5287,30.0029,Dinamica,1759
600,9300,2402,1.07155,Dinamica,885
8300,7900,7413,130.135,Dinamica,1414
800,300,2040,1.2739,Dinamica,586
2400,4400,4573,11.8532,Dinamica,789
800,8000,2516,1.55341,Dinamica,712
5500,3500,6175,52.3305,Dinamica,178
6800,2900,7206,81.3215,Dinamica,1271
1300,1900,3067,4.62311,Dinamica,384
6600,1600,6192,78.9875,Dinamica,414
2700,9800,4473,16.2928,Dinamica,520
9300,1100,7414,365.286,Dinamica,858
5300,6800,5830,50.321,Dinamica,180
6500,1500,6583,78.5574,Dinamica,92
1200,2100,3439,2.92291,Dinamica,582
10000,9700,7878,478.349,Dinamica,1099
8900,1300,7566,315.617,Dinamica,134
6000,400,5720,69.2625,Dinamica,237
9100,2300,7509,329.943,Dinamica,873
2600,5700,3179,14.6656,Dinamica,72
2200,5100,3675,14.1099,Dinamica,483
9400,3200,8154,406.48,Dinamica,368
100,9100,839,0.140834,Dinamica,186
2200,8600,3758,12.8615,Dinamica,328
3600,3700,5074,27.3274,Dinamica,932
9300,3900,8258,368.938,Dinamica,933
4500,2300,4545,39.9538,Dinamica,74
4700,2000,5407,40.4857,Dinamica,543
9300,7700,7860,367.3,Dinamica,460
300,300,1421,0.53745,Dinamica,128
4900,4500,5394,43.1496,Dinamica,773
1000,6900,2670,3.4879,Dinamica,986
5600,7200,5805,57.2814,Dinamica,2302
4600,9600,5310,40.4786,Dinamica,585
7700,3500,6830,115.072,Dinamica,4087
5300,4100,6335,50.7193,Dinamica,243
7300,6900,7307,95.1025,Dinamica,190
500,6100,2011,0.788747,Dinamica,259
5700,8500,5865,60.6827,Dinamica,3704
5000,7500,5593,48.2415,Dinamica,795
8900,4200,7267,317.807,Dinamica,1362
4600,7900,5719,38.7129,Dinamica,101
5700,7400,5990,60.8793,Dinamica,576
9400,5100,7319,394.387,Dinamica,258
2000,8300,3411,11.2269,Dinamica,1179
6900,3200,6262,83.7302,Dinamica,591
700,800,2144,1.78988,Dinamica,189
4300,3300,5426,33.3508,Dinamica,796
4600,5600,5035,38.985,Dinamica,487
8300,5700,8413,128.391,Dinamica,389
6800,9600,6628,85.1437,Dinamica,2368
1600,6000,3071,4.8269,Dinamica,302
7600,3900,6820,104.769,Dinamica,471
9400,5200,8110,391.427,Dinamica,2034
800,4900,2363,2.60156,Dinamica,1179
8200,6400,7593,125.637,Dinamica,1167
7800,8700,7218,107.507,Dinamica,1027
700,1300,2039,1.35709,Dinamica,379
6600,9600,6962,78.5721,Dinamica,138
9300,5300,7459,371.033,Dinamica,251
10000,8200,7508,481.18,Dinamica,1034
5100,5100,5934,48.9863,Dinamica,1844
9300,9800,7145,371.13,Dinamica,411
8500,6100,7338,253.658,Dinamica,2697
500,2200,1973,0.66896,Dinamica,474
2900,8000,3921,20.4543,Dinamica,939
3600,4700,5218,28.1412,Dinamica,87
400,9500,1282,0.457823,Dinamica,142
5200,4600,5195,49.2817,Dinamica,727
9900,1000,7067,480.177,Dinamica,563
7800,8200,6433,107.811,Dinamica,1103
2600,5900,4304,18.3808,Dinamica,503
2200,900,3736,15.0785,Dinamica,62
500,1100,1814,0.720546,Dinamica,27
4000,8200,5250,29.2813,Dinamica,722
9900,6800,8798,481.616,Dinamica,2194
4700,9300,5851,40.2617,Dinamica,247
4000,1800,5131,29.4744,Dinamica,1459
50,2000,532,0.059447,Dinamica,22
6800,1900,7245,85.4832,Dinamica,292
3700,2700,5213,26.5277,Dinamica,199
300,1200,1132,0.388986,Dinamica,343
7000,1400,6523,90.6845,Dinamica,2337
6500,1100,6619,76.3137,Dinamica,601
6800,500,6593,84.3061,Dinamica,764
9600,9600,8284,405.311,Dinamica,632
4900,2600,5447,46.9457,Dinamica,2478
6800,2700,7209,84.7943,Dinamica,1682
4200,4500,5853,31.254,Dinamica,215
3000,2400,4713,16.7891,Dinamica,525
3600,5400,5144,25.8977,Dinamica,1076
6400,3300,5871,75.1508,Dinamica,785
4700,9700,5612,43.7422,Dinamica,532
6100,3000,5758,69.0527,Dinamica,764
3900,9200,5030,29.5775,Dinamica,235
5900,7900,6465,66.6369,Dinamica,102
5900,900,5754,65.9044,Dinamica,389
8300,6300,8178,130.087,Dinamica,2237
4700,5200,5474,41.0543,Dinamica,250
3100,5900,4818,18.4112,Dinamica,838
100,1800,931,0.099502,Dinamica,49
5800,1900,6574,63.1239,Dinamica,2109
4900,5400,5483,44.3878,Dinamica,1108
3900,3800,4939,31.1267,Dinamica,1514
7900,5900,8235,115.551,Dinamica,1397
4600,2900,4983,39.8916,Dinamica,1775
8000,9300,7056,113.749,Dinamica,844
6400,6900,6602,75.5506,Dinamica,109
4600,1600,5345,39.5141,Dinamica,1518
9800,6400,7821,444.603,Dinamica,261
400,3200,1562,0.678056,Dinamica,236
5100,1600,5971,48.9131,Dinamica,344
3900,3200,5153,27.0106,Dinamica,1929
2800,9400,4774,19.2597,Dinamica,585
7400,2200,6899,98.9674,Dinamica,194
4400,1600,5055,36.943,Dinamica,570
7200,200,5620,102.907,Dinamica,505
7200,3600,6294,104.382,Dinamica,479
9100,3700,7378,333.838,Dinamica,122
5800,5100,6225,64.4833,Dinamica,314
8300,6500,7062,130.7,Dinamica,5816
500,3600,1595,0.882513,Dinamica,836
1900,5000,3466,11.0137,Dinamica,2034
3600,4500,5824,27.2162,Dinamica,644
1200,7900,2851,1.91746,Dinamica,1638
9300,4800,6787,370.302,Dinamica,364
300,9100,1709,0.445869,Dinamica,58
400,3300,2024,0.599362,Dinamica,66
8100,1800,7263,122.181,Dinamica,1850
9800,1000,7606,450.256,Dinamica,503
10000,7400,8576,475.69,Dinamica,516
1300,1700,3360,5.20299,Dinamica,445
3700,8600,4577,26.6112,Dinamica,1522
4600,7700,5510,39.2896,Dinamica,303
3200,8700,4807,21.5232,Dinamica,2308
7300,7200,6633,97.8149,Dinamica,904
5400,3700,6072,51.3169,Dinamica,689
3300,700,4633,21.9101,Dinamica,93
7200,2700,6490,100.4,Dinamica,730
9100,1600,7522,330.154,Dinamica,129
8800,600,7829,295.112,Dinamica,134
9100,1200,7345,333.599,Dinamica,267
2900,2500,4265,18.5528,Dinamica,1125
6800,9700,6597,86.1583,Dinamica,1060
400,7500,1955,0.367715,Dinamica,600
1300,9100,2530,3.11355,Dinamica,691
7700,8900,7259,116.279,Dinamica,676
6600,3000,6101,83.0514,Dinamica,711
7300,7500,7996,98.1033,Dinamica,120
7300,5300,6943,98.1867,Dinamica,896
1300,4000,2960,3.25631,Dinamica,1342
5300,1000,5697,49.5976,Dinamica,351
7600,1000,6842,108.919,Dinamica,1762
1100,2200,2804,2.42638,Dinamica,961
7300,8600,6410,97.4459,Dinamica,797
7800,1100,7454,109.113,Dinamica,1749
6100,2100,6023,71.4523,Dinamica,92
9600,1800,7409,404.082,Dinamica,1181
6600,7600,6563,81.0493,Dinamica,816
6100,9500,6183,68.8081,Dinamica,122
8200,1800,7431,127.763,Dinamica,652
9200,900,8062,360.996,Dinamica,1031
7600,5600,7305,102.434,Dinamica,1604
3800,3600,5184,26.7877,Dinamica,529
2900,8300,4385,18.7103,Dinamica,461
4200,3300,5125,33.9554,Dinamica,465
6300,8700,6693,71.7721,Dinamica,869
5400,7700,5823,52.6448,Dinamica,1222
5400,9800,6404,52.8264,Dinamica,1596
8600,800,6998,281.059,Dinamica,556
4600,700,5777,40.4644,Dinamica,88
6700,2200,6363,84.674,Dinamica,3339
3000,4300,4259,18.953,Dinamica,3428
1000,7200,2588,2.55075,Dinamica,544
5400,7600,6494,49.0155,Dinamica,792
7600,1300,6519,104.078,Dinamica,308
10000,1600,7062,495.795,Dinamica,621
8200,6000,7300,126.915,Dinamica,2868
8200,6100,7580,129.93,Dinamica,937
7400,3100,7685,101.056,Dinamica,1778
7700,6900,6588,115.235,Dinamica,2079
7900,4800,6829,112.952,Dinamica,1340
5900,1500,6416,65.1146,Dinamica,3578
5800,2300,5749,63.4725,Dinamica,1892
8600,9800,7676,283.857,Dinamica,175
6700,7300,6595,86.1526,Dinamica,99
10000,3300,8152,499.064,Dinamica,1118
6700,3500,6971,87.6787,Dinamica,1987
3700,3400,5455,27.5231,Dinamica,81
4100,6500,5278,35.0149,Dinamica,2712
6000,1300,5975,67.7286,Dinamica,833
5600,5200,5824,56.3049,Dinamica,1065
3300,8800,4215,21.2292,Dinamica,2096
6300,5600,6259,73.7571,Dinamica,889
7100,2700,7272,94.0621,Dinamica,145
4000,1000,4751,29.7631,Dinamica,846
2800,6600,4390,14.5139,Dinamica,647
3400,7700,4216,22.0541,Dinamica,80
6900,7700,6688,88.0978,Dinamica,649
6200,1800,6457,73.2618,Dinamica,668
5400,7300,6036,53.2712,Dinamica,788
3800,6900,5256,24.5301,Dinamica,1361
800,2700,1935,1.10564,Dinamica,1040
500,3400,1754,0.704615,Dinamica,43
3000,1100,3568,17.3743,Dinamica,3299
10000,8300,7532,481.774,Dinamica,476
3900,5900,4770,29.9056,Dinamica,1043
4500,7800,5257,37.7852,Dinamica,2272
4100,9600,5630,33.6146,Dinamica,128
3000,7900,4893,19.6339,Dinamica,2404
3500,10000,5141,22.2158,Dinamica,204
7200,9100,6833,102.492,Dinamica,110
500,3900,1720,0.734223,Dinamica,649
1100,9100,2677,3.01873,Dinamica,511
500,4800,1528,1.11683,Dinamica,175
4800,7600,6012,45.0406,Dinamica,1742
6100,600,6117,69.8364,Dinamica,727
4000,400,4992,30.6163,Dinamica,76
9800,5200,7714,443.827,Dinamica,1072
3300,1600,5011,23.5807,Dinamica,1672
2800,1000,4354,16.8886,Dinamica,62
9600,4000,7657,407.625,Dinamica,208
4000,2000,4698,33.4085,Dinamica,1203
4600,2100,5737,41.1901,Dinamica,124
4900,7800,5423,42.7522,Dinamica,607
4600,4500,5446,37.7154,Dinamica,79
8300,9600,6171,128.238,Dinamica,595
9200,1900,7706,357.44,Dinamica,165
1300,50,2281,3.21265,Dinamica,40
2500,3900,3704,14.9948,Dinamica,1173
8700,2700,7381,291.9,Dinamica,2122
2300,9100,3713,14.625,Dinamica,604
6400,5100,7260,75.7245,Dinamica,136
4700,9000,5236,39.4251,Dinamica,413
9600,6600,7674,411.376,Dinamica,2905
6800,6500,6890,85.5298,Dinamica,912
2600,4800,4037,15.744,Dinamica,1594
5500,6800,5755,54.6045,Dinamica,549
600,3500,1764,1.02912,Dinamica,1220
3200,5000,4555,22.5067,Dinamica,175
9600,2700,7480,403.004,Dinamica,1174
6000,700,6035,64.0968,Dinamica,1174
4600,6800,5281,41.7581,Dinamica,111
5500,4900,5850,53.2778,Dinamica,1264
1200,2400,2975,2.88973,Dinamica,189
1800,3200,3378,7.32573,Dinamica,910
9700,9200,8222,439.354,Dinamica,1590
4800,7400,5828,40.8485,Dinamica,742
8900,7300,7817,319.112,Dinamica,155
7000,2900,6332,88.6016,Dinamica,1402
1400,2400,3317,3.69501,Dinamica,1133
5400,5800,6279,50.7442,Dinamica,1615
8100,8800,7309,116.124,Dinamica,1497
8000,3000,7329,115.05,Dinamica,518
2400,1700,4056,14.2797,Dinamica,126
4500,500,5273,37.2504,Dinamica,97
5900,3900,6859,61.655,Dinamica,774
7700,8100,8130,113.905,Dinamica,559
5000,700,6012,46.0469,Dinamica,439
7300,7300,6904,95.7356,Dinamica,102
4800,2100,5559,43.0714,Dinamica,628
2200,7600,3772,13.6114,Dinamica,2293
300,1600,1341,0.536688,Dinamica,296
1700,9800,3429,5.69522,Dinamica,292
6000,9600,6568,66.6704,Dinamica,253
5100,10000,5194,47.4039,Dinamica,1111
2300,2500,3390,12.3927,Dinamica,66
9600,4800,8345,403.803,Dinamica,307
1300,800,2664,5.19275,Dinamica,406
1600,700,3133,5.38474,Dinamica,617
5300,5200,6508,49.9673,Dinamica,1808
7400,5000,7602,97.8066,Dinamica,1599
1200,8300,3287,2.75047,Dinamica,1572
8100,5600,7114,118.35,Dinamica,672
5300,9400,5936,50.4089,Dinamica,1284
4700,5800,5192,42.8614,Dinamica,1136
7400,400,5825,100.358,Dinamica,86
8400,9600,7523,249.871,Dinamica,2443
1200,2900,2405,2.85068,Dinamica,1142
9900,3000,7676,475.254,Dinamica,1610
8200,5600,7760,126.146,Dinamica,586
1000,1200,2850,2.65797,Dinamica,85
9400,6300,7768,413.695,Dinamica,371
7100,7100,7289,93.7667,Dinamica,1296
5900,5500,6554,65.6172,Dinamica,360
8900,3400,7752,317.257,Dinamica,115
4100,5200,4741,31.8949,Dinamica,612
8100,7100,7060,119.748,Dinamica,1157
8300,6000,7591,135.653,Dinamica,657
1800,3300,3249,7.2059,Dinamica,505
8600,2700,7642,278.664,Dinamica,1007
7700,7000,7454,115.008,Dinamica,113
7400,1300,6923,97.9665,Dinamica,378
1700,5000,3079,7.42845,Dinamica,1002
1300,1100,3232,4.59409,Dinamica,325
9200,1500,8177,355.446,Dinamica,637
4800,100,5044,42.3133,Dinamica,71
2900,7300,4672,19.943,Dinamica,183
5700,9700,5802,58.8565,Dinamica,1879
2100,300,3495,8.76711,Dinamica,754
300,6600,1210,0.323507,Dinamica,225
5900,6400,6709,64.165,Dinamica,141
2000,4800,3170,9.43406,Dinamica,689
1200,9000,3502,2.99497,Dinamica,634
1600,8700,3687,3.86241,Dinamica,55
7500,2400,7962,99.6272,Dinamica,1483
6700,5900,6799,85.1034,Dinamica,1327
1800,7400,3452,7.68546,Dinamica,314
1500,50,2689,5.49608,Dinamica,37
4400,3900,4648,37.9237,Dinamica,260
400,1500,1829,0.915756,Dinamica,287
2400,700,3682,13.4044,Dinamica,176
8400,3900,7323,245.683,Dinamica,518
2600,5600,4602,14.8612,Dinamica,1430
2300,1600,3908,10.4959,Dinamica,266
3200,1300,4495,19.6299,Dinamica,2446
4900,8100,5291,40.3318,Dinamica,794
4400,4100,5847,36.5916,Dinamica,2270
10000,5500,8684,482.592,Dinamica,644
6800,7300,6472,82.0312,Dinamica,223
1800,700,3602,7.71866,Dinamica,160
6100,4300,7261,66.571,Dinamica,2567
500,800,2046,0.895722,Dinamica,534
3900,2900,4588,28.7494,Dinamica,71
6100,4500,6299,66.5741,Dinamica,1837
7900,3600,7062,111.865,Dinamica,1033
9700,9800,7962,436.029,Dinamica,278
1500,4400,3383,8.01037,Dinamica,2441
7500,5100,6627,102.761,Dinamica,629
3200,9600,4818,23.3242,Dinamica,1348
6000,5100,5823,64.3728,Dinamica,123
6500,3000,7092,79.2503,Dinamica,171
7600,4200,6401,105.426,Dinamica,474
6100,6600,6777,68.5258,Dinamica,1245
2200,4100,4002,12.8123,Dinamica,55
3200,600,4930,19.5203,Dinamica,139
2000,3900,3845,8.7399,Dinamica,612
5600,5100,6569,57.0211,Dinamica,1053
2800,5400,4243,18.993,Dinamica,1868
7500,9800,6845,103.655,Dinamica,153
9700,6500,7505,437.598,Dinamica,2136
4300,5900,5118,36.3575,Dinamica,1604
200,7200,964,0.129532,Dinamica,312
8500,3600,7313,256.229,Dinamica,978
9300,1800,8844,373.794,Dinamica,134
1100,5500,2675,3.58733,Dinamica,329
4200,3900,5622,35.7145,Dinamica,336
2500,1300,3692,12.5968,Dinamica,136
500,2800,1888,0.64792,Dinamica,29
7500,9500,7236,99.8415,Dinamica,278
7000,1200,7127,90.1922,Dinamica,429
6400,8400,5985,76.0942,Dinamica,358
6900,7500,6727,86.7035,Dinamica,411
7000,500,5989,88.9033,Dinamica,467
2000,6700,3942,8.17301,Dinamica,201
700,9500,2169,0.921281,Dinamica,1622
6200,6900,6512,72.0856,Dinamica,1421
5300,8400,6175,49.4977,Dinamica,87
6000,8500,6008,68.4253,Dinamica,4089
4800,6900,5780,41.5422,Dinamica,1142
4600,3700,5348,41.8153,Dinamica,2762
9400,1300,7567,391.6,Dinamica,187
3900,8700,4858,30.1177,Dinamica,722
6000,5400,6749,67.07,Dinamica,446
1700,2700,3415,4.45772,Dinamica,3273
3500,4800,4805,20.4416,Dinamica,754
8300,900,7970,128.347,Dinamica,513
7300,3900,7473,96.9779,Dinamica,406
7400,2500,7334,103.054,Dinamica,980
4400,700,5871,34.4985,Dinamica,107
800,4300,2047,1.04872,Dinamica,846
1900,1700,3732,11.3854,Dinamica,799
400,6900,1598,0.852244,Dinamica,186
1800,4100,3502,7.90977,Dinamica,1671
8000,5100,6923,117.198,Dinamica,169
7500,9400,6845,101.691,Dinamica,638
2400,2100,3615,14.6186,Dinamica,170
4200,3600,4924,34.0484,Dinamica,1292
5100,7300,5746,47.7219,Dinamica,1955
1100,50,1991,3.66738,Dinamica,30
5100,1700,6213,46.8301,Dinamica,835
1900,3000,3298,8.43661,Dinamica,1411
5100,4400,6025,47.1676,Dinamica,1291
4200,4700,5564,33.0703,Dinamica,128
2700,1000,4024,18.234,Dinamica,484
9400,3500,8253,390.572,Dinamica,625
3000,8000,3815,20.9667,Dinamica,373
9500,3700,7472,420.861,Dinamica,1546
5600,1500,5636,57.3483,Dinamica,649
4600,7000,5367,36.8324,Dinamica,978
2200,5500,3729,11.9736,Dinamica,767
5000,10000,5577,45.0969,Dinamica,109
5500,5700,5957,56.3215,Dinamica,2873
300,9700,1071,0.378311,Dinamica,248
2200,4800,4053,8.41444,Dinamica,788
6500,2800,6188,78.3968,Dinamica,113
8400,6500,8294,243.008,Dinamica,634
2900,8700,4484,17.5647,Dinamica,744
9900,2900,7645,472.568,Dinamica,862
600,8800,2190,1.07845,Dinamica,367
1500,7400,3435,4.09439,Dinamica,992
1900,9600,3377,6.13184,Dinamica,371
400,4400,1588,0.509644,Dinamica,592
6400,800,6929,76.5112,Dinamica,886
5500,2600,5842,55.7494,Dinamica,2716
600,3000,1683,0.68675,Dinamica,379
9800,400,8186,441.258,Dinamica,403
200,7900,1128,0.146483,Dinamica,257
4600,2300,5517,41.2773,Dinamica,637
1700,9900,3665,6.42664,Dinamica,578
100,6800,904,0.065665,Dinamica,91
9100,5700,7349,328.393,Dinamica,264
4600,8000,6229,42.0878,Dinamica,524
8600,900,6923,276.833,Dinamica,106
8400,8600,6879,246.166,Dinamica,886
5000,9700,5268,46.9402,Dinamica,162
6600,6900,6818,80.9392,Dinamica,748
4200,6500,5529,34.2945,Dinamica,1306
4400,9300,5704,37.5076,Dinamica,886
2200,3100,3721,14.8939,Dinamica,1364
1800,1600,3391,7.53895,Dinamica,1376
8700,300,6722,283.631,Dinamica,95
2400,8400,4095,11.7194,Dinamica,697
8300,600,6865,129.309,Dinamica,134
2300,4800,4211,11.3485,Dinamica,2257
8600,7300,7457,278.478,Dinamica,3714
3500,400,4418,25.5045,Dinamica,991
6700,9500,7020,86.1367,Dinamica,1393
1500,7200,2780,4.11726,Dinamica,383
200,8200,1043,0.224534,Dinamica,433
8300,7300,6977,127.36,Dinamica,268
1500,6600,2725,5.51704,Dinamica,97
8000,200,6471,116.681,Dinamica,100
7500,3800,7270,101.714,Dinamica,1226
50,6900,388,0.045288,Dinamica,63
2100,3000,3671,10.2353,Dinamica,792
3000,3700,4133,21.8067,Dinamica,893
5800,6400,6139,62.4988,Dinamica,251
6600,8800,6683,82.3268,Dinamica,317
6200,9400,5568,71.551,Dinamica,627
2600,5100,4257,15.2215,Dinamica,136
2900,9000,4393,17.9747,Dinamica,233
1500,2400,2774,5.09115,Dinamica,1450
7300,8900,6753,96.2188,Dinamica,725
1200,7000,3110,3.79105,Dinamica,1047
